shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
4360095,44.853403,-93.124763,120002
4360095,44.853423,-93.124658,120003
4360095,44.853466,-93.124456,120004
4360095,44.853515,-93.124294,120005
4360095,44.853569,-93.124133,120006
4360095,44.853643,-93.123968,120007
4360095,44.853738,-93.123811,120008
4360095,44.853828,-93.123688,120009
4360095,44.853936,-93.123575,120010
4360095,44.854043,-93.123477,120011
4360095,44.854155,-93.123397,120012
4360095,44.854199,-93.123373,120013
4360095,44.854199,-93.123373,130001
4360095,44.854283,-93.123326,130002
4360095,44.854424,-93.123276,130003
4360095,44.854566,-93.123248,130004
4360095,44.854662,-93.123241,130005
4360095,44.854781,-93.123247,130006
4360095,44.854876,-93.123264,130007
4360095,44.854987,-93.123289,130008
4360095,44.855262,-93.123392,130009
4360095,44.855533,-93.123488,130010
4360095,44.855684,-93.123536,130011
4360095,44.855816,-93.123564,130012
4360095,44.855914,-93.123577,130013
4360095,44.856061,-93.123582,130014
4360095,44.856242,-93.123568,130015
4360095,44.856395,-93.123542,130016
4360095,44.856505,-93.123502,130017
4360095,44.856640,-93.123446,130018
4360095,44.856757,-93.123394,130019
4360095,44.856883,-93.123356,130020
4360095,44.857006,-93.123333,130021
4360095,44.857088,-93.123331,130022
4360095,44.857174,-93.123331,130023
4360095,44.857261,-93.123345,130024
4360095,44.857368,-93.123380,130025
4360095,44.857474,-93.123436,130026
4360095,44.857569,-93.123503,130027
4360095,44.857676,-93.123605,130028
4360095,44.857880,-93.123843,130029
4360095,44.857970,-93.123968,130030
4360095,44.857861,-93.124110,130031
4360095,44.857790,-93.124223,130032
4360095,44.857790,-93.124223,140001
4360095,44.857413,-93.124824,140002
4360095,44.857332,-93.124979,140003
4360095,44.857267,-93.125133,140004
4360095,44.857210,-93.125310,140005
4360095,44.857168,-93.125489,140006
4360095,44.857146,-93.125652,140007
4360095,44.857136,-93.125822,140008
4360095,44.857133,-93.125983,140009
4360095,44.857146,-93.126152,140010
4360095,44.857173,-93.126316,140011
4360095,44.857230,-93.126539,140012
4360095,44.857312,-93.126795,140013
4360095,44.857435,-93.127197,140014
4360095,44.857470,-93.127364,140015
